Timestamp,Ultrasonic(cm),LiDAR(cm),Status,Snapshot
2026-04-21 20:12:25.358,29.5,35.7,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201225_354_obstacle.jpg
2026-04-21 20:12:26.266,29.4,36.1,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201226_262_obstacle.jpg
2026-04-21 20:12:26.672,29.7,35.7,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201226_668_obstacle.jpg
2026-04-21 20:12:27.380,29.4,36.2,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201227_376_obstacle.jpg
2026-04-21 20:12:27.987,29.4,35.9,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201227_983_obstacle.jpg
2026-04-21 20:12:28.393,29.5,36.6,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201228_389_obstacle.jpg
2026-04-21 20:12:29.302,29.5,36.7,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201229_298_obstacle.jpg
2026-04-21 20:12:31.517,29.9,36.6,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201231_513_obstacle.jpg
2026-04-21 20:12:32.426,29.8,36.7,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201232_422_obstacle.jpg
2026-04-21 20:12:32.934,30.0,37.5,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201232_929_obstacle.jpg
2026-04-21 20:12:37.061,29.9,39.4,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201237_056_obstacle.jpg
2026-04-21 20:12:37.470,29.7,39.9,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201237_464_obstacle.jpg
2026-04-21 20:18:04.277,29.9,36.6,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201803_996_obstacle.jpg
2026-04-21 20:18:04.486,29.9,37.9,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201804_479_obstacle.jpg
2026-04-21 20:18:04.993,29.9,38.9,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201804_989_obstacle.jpg
2026-04-21 20:18:05.299,29.9,40.4,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201805_295_obstacle.jpg
2026-04-21 20:18:06.410,29.8,43.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201806_405_obstacle.jpg
2026-04-21 20:18:07.018,29.7,44.0,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201807_013_obstacle.jpg
2026-04-21 20:18:08.027,29.7,43.0,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201808_023_obstacle.jpg
2026-04-21 20:18:09.439,29.8,40.8,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201809_434_obstacle.jpg
2026-04-21 20:18:15.070,29.7,39.0,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201815_066_obstacle.jpg
2026-04-21 20:18:18.792,29.7,38.1,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201818_788_obstacle.jpg
2026-04-21 20:18:19.601,29.4,47.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201819_596_obstacle.jpg
2026-04-21 20:18:20.511,29.7,48.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201820_506_obstacle.jpg
2026-04-21 20:18:21.420,29.3,43.5,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201821_415_obstacle.jpg
2026-04-21 20:18:21.826,29.7,40.4,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201821_822_obstacle.jpg
2026-04-21 20:18:22.133,30.0,36.5,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201822_129_obstacle.jpg
2026-04-21 20:18:23.847,29.9,35.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201823_842_obstacle.jpg
2026-04-21 20:18:24.052,29.7,35.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201824_048_obstacle.jpg
2026-04-21 20:18:24.560,30.0,35.4,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201824_556_obstacle.jpg
2026-04-21 20:18:25.268,30.0,35.6,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201825_264_obstacle.jpg
2026-04-21 20:18:25.876,30.0,35.5,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201825_871_obstacle.jpg
2026-04-21 20:18:26.986,29.7,35.0,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201826_982_obstacle.jpg
2026-04-21 20:18:32.718,29.7,34.8,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201832_714_obstacle.jpg
2026-04-21 20:18:33.225,29.7,35.2,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201833_221_obstacle.jpg
2026-04-21 20:18:35.843,30.0,35.4,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201835_838_obstacle.jpg
2026-04-21 20:18:36.651,29.9,41.2,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201836_647_obstacle.jpg
2026-04-21 20:18:37.359,29.7,44.6,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201837_355_obstacle.jpg
2026-04-21 20:18:37.665,29.3,46.3,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201837_661_obstacle.jpg
2026-04-21 20:18:38.574,29.7,47.2,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201838_570_obstacle.jpg
2026-04-21 20:18:39.081,29.9,45.9,OBSTACLE,/home/ubuntu/software_ws/snapshots/20260421_201839_077_obstacle.jpg
